OBJECTID,poly_SourceOID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_IRWINID,poly_FORID,poly_Acres_AutoCalc,poly_SourceGlobalID,poly_Source,attr_SourceOID,attr_ABCDMisc,attr_ADSPermissionState,attr_CalculatedAcres,attr_ContainmentDateTime,attr_ControlDateTime,attr_CreatedBySystem,attr_IncidentSize,attr_DiscoveryAcres,attr_DispatchCenterID,attr_EstimatedCostToDate,attr_FinalAcres,attr_FFReportApprovedByTitle,attr_FFReportApprovedByUnit,attr_FFReportApprovedDate,attr_FireBehaviorGeneral,attr_FireBehaviorGeneral1,attr_FireBehaviorGeneral2,attr_FireBehaviorGeneral3,attr_FireCause,attr_FireCauseGeneral,attr_FireCauseSpecific,attr_FireCode,attr_FireDepartmentID,attr_FireDiscoveryDateTime,attr_FireMgmtComplexity,attr_FireOutDateTime,attr_FireStrategyConfinePercent,attr_FireStrategyFullSuppPrcnt,attr_FireStrategyMonitorPercent,attr_FireStrategyPointZonePrcnt,attr_FSJobCode,attr_FSOverrideCode,attr_GACC,attr_ICS209ReportDateTime,attr_ICS209RptForTimePeriodFrom,attr_ICS209RptForTimePeriodTo,attr_ICS209ReportStatus,attr_IncidentManagementOrg,attr_IncidentName,attr_IncidentShortDescription,attr_IncidentTypeCategory,attr_IncidentTypeKind,attr_InitialLatitude,attr_InitialLongitude,attr_InitialResponseAcres,attr_InitialResponseDateTime,attr_IrwinID,attr_IsFireCauseInvestigated,attr_IsFireCodeRequested,attr_IsFSAssisted,attr_IsMultiJurisdictional,attr_IsReimbursable,attr_IsTrespass,attr_IsUnifiedCommand,attr_LocalIncidentIdentifier,attr_ModifiedBySystem,attr_PercentContained,attr_PercentPerimToBeContained,attr_POOCity,attr_POOCounty,attr_POODispatchCenterID,attr_POOFips,attr_POOJurisdictionalAgency,attr_POOJurisdictionalUnit,attr_POOJurisdictUnitParentUnit,attr_POOLandownerCategory,attr_POOLandownerKind,attr_POOLegalDescPrincipalMerid,attr_POOLegalDescQtr,attr_POOLegalDescQtrQtr,attr_POOLegalDescRange,attr_POOLegalDescSection,attr_POOLegalDescTownship,attr_POOPredictiveServiceAreaID,attr_POOProtectingAgency,attr_POOProtectingUnit,attr_POOState,attr_PredominantFuelGroup,attr_PredominantFuelModel,attr_PrimaryFuelModel,attr_SecondaryFuelModel,attr_TotalIncidentPersonnel,attr_UniqueFireIdentifier,attr_FORID,attr_WFDSSDecisionStatus,attr_EstimatedFinalCost,attr_OrganizationalAssessment,attr_StratDecisionPublishDate,attr_CreatedOnDateTime_dt,attr_ModifiedOnDateTime_dt,attr_Source,attr_IsCpxChild,attr_CpxName,attr_CpxID,attr_SourceGlobalID,GlobalID,SHAPE_Length,SHAPE_Area
14716,12,Cellers Hill,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,694.5850963,2023/01/12 14:17:50+00,2023/01/12 14:33:07+00,2023/01/12 05:03:00+00,{F4EF68A2-3945-47E5-8BE2-ED554D7758FB},,694.5853237,{31A42C40-7529-45EC-8DC3-63F12D1C6DBF},2023 NIFS,23873543,,DEFAULT,,2023/01/12 07:20:29+00,,wires,695,695,TXTIC,0,,,,,Active,,,,Human,Power generation/transmission/distribution,Oil/gas production/transportation,,,2023/01/11 23:45:30+00,Type 4 Incident,,0,100,0,0,,,SACC,2023/01/12 16:24:35+00,2023/01/12 00:00:00+00,2023/01/12 05:45:00+00,F,Type 5 IC,Cellers Hill,"5 miles from Throckmorton, TX",WF,FI,33.202417,-99.2553,,,{F4EF68A2-3945-47E5-8BE2-ED554D7758FB},,0,,,,,1,230204,wires,100,100,Throckmorton,Throckmorton,TXTIC,48447,State,TXTXS,,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,Short Grass (1 foot),,12,2023-TXTXS-230204,,No Decision,,,,2023/01/12 03:01:15+00,2023/02/20 18:52:22+00,IRWIN,0,,,{3EE2877E-7872-4FB5-BF70-CBA1353011FD},{6CBDE85B-8065-494C-8D0F-EBC296462425},0.101922886,-0.000271853
14718,950,Cass 0293,Wildfire Daily Fire Perimeter,Mixed Methods,5.548306961,2023/01/24 16:40:46+00,2023/01/24 16:41:18+00,2023/01/18 03:30:59+00,{1EFAADB7-DCD7-427A-9EDC-950DDE0E0714},,5.548308953,{9D258C27-D0F8-492E-9060-1D430F6034D3},2023 NIFS,23873861,,DEFAULT,,2023/01/17 22:50:59+00,,wires,6,6,TXTIC,,,,,,Minimal,,,,Human,Debris and open burning,,,,2023/01/17 21:30:59+00,Type 5 Incident,,,,,,,,SACC,,,,,,Cass 0293,,WF,FI,32.987406,-94.64811866,,,{1EFAADB7-DCD7-427A-9EDC-950DDE0E0714},,0,,,,,0,230293,wires,100,,,Cass,TXTIC,48067,State,TXTXS,,Private,Private,,,,,,,SA07,SFS,TXTXS,US-TX,,,Timber (Litter and Understory),,,2023-TXTXS-230293,,No Decision,,,,2023/01/17 22:25:26+00,2023/03/01 21:55:45+00,IRWIN,0,,,{93A9F26D-9080-4F3C-AFD8-3C557A21A81B},{262AFF6B-7EA5-44CB-BAF5-1157B465B303},0.007357294,-2.17E-06
14719,647,Jasper 0230,Wildfire Daily Fire Perimeter,Phone/Tablet,0.938839104,2023/01/17 17:13:37+00,2023/01/17 17:14:53+00,2023/01/14 02:39:15+00,{4C71CA44-F15B-4759-BDF3-3491EF8686FE},,0.938839512,{0391141F-2485-4F25-857E-F60BE2BE7689},2023 NIFS,23873646,,DEFAULT,,2023/01/13 22:24:00+00,2023/01/13 23:46:39+00,wires,1,1,TXTIC,,1,,,,Minimal,,,,Human,Debris and open burning,Escaped Prescribed Burn,,,2023/01/13 20:39:15+00,Type 5 Incident,2023/01/14 00:00:00+00,,,,,,,SACC,,,,,,Jasper 0230,,WF,FI,30.58241,-94.06432,,,{4C71CA44-F15B-4759-BDF3-3491EF8686FE},,0,,,,,0,230230,wires,100,,,Jasper,TXTIC,48241,State,TXTXS,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,SB2,Medium Logging Slash,,,2023-TXTXS-230230,,No Decision,,,,2023/01/13 22:06:21+00,2023/03/08 17:44:14+00,IRWIN,0,,,{D03FAF75-355B-491F-A159-34D47293850A},{F0304A38-2717-49E2-B026-983E7A41FAC6},0.002682018,-3.59E-07
14720,14,Legacy,Wildfire Daily Fire Perimeter,Mixed Methods,235.8259706,2023/01/12 14:31:27+00,2023/01/12 14:33:36+00,2023/01/11 15:03:00+00,{E6A85122-8FD0-4092-A188-669C2AE61991},,235.8259061,{313D6B90-EE9E-45B9-AAFB-61D848723FEB},2023 NIFS,23873478,,DEFAULT,,2023/01/11 21:04:16+00,2023/01/16 21:31:55+00,wires,240,240,TXTIC,,,,,,Minimal,,,,Human,Equipment and vehicle use,Electric motor/power tools/battery,,,2023/01/10 23:08:15+00,Type 5 Incident,,,,,,,,SACC,,,,,,Legacy,,WF,FI,33.60556,-97.78332,,,{E6A85122-8FD0-4092-A188-669C2AE61991},,0,,,,,1,230194,wires,100,,,Montague,TXTIC,48337,State,TXTXS,,Private,Private,,,,,,,SA06,SFS,TXTXS,US-TX,,,Short Grass (1 foot),,,2023-TXTXS-230194,,No Decision,,,,2023/01/11 00:59:14+00,2023/01/16 21:32:15+00,IRWIN,0,,,{89CB7B84-7F8C-4B83-A7C3-6E468F55BA57},{F66C0CF9-D356-4E2F-8147-294DB7647356},0.056315949,-9.27E-05
14721,645,Campbell Hill,Wildfire Daily Fire Perimeter,Mixed Methods,1.355196335,2023/01/17 17:02:29+00,2023/01/17 17:03:11+00,2023/01/15 02:44:39+00,{5797FEE9-2D08-444B-B98D-D35365A85202},,1.355187962,{353E7E62-F63E-4C43-848F-E9A6A5339746},2023 NIFS,23873701,,DEFAULT,,2023/01/14 23:40:58+00,2023/01/17 18:57:10+00,wires,1.4,1.4,TXTIC,,,,,,Minimal,,,,Human,Equipment and vehicle use,Heavy equipment & implements,,,2023/01/14 20:44:39+00,Type 5 Incident,,,,,,,,SACC,,,,,,Campbell Hill,,WF,FI,30.96455234,-97.42947418,,,{5797FEE9-2D08-444B-B98D-D35365A85202},,0,,,,,1,230239,wires,100,,,Bell,TXTIC,48027,State,TXTXS,,Private,Private,,,,,,,SA11,SFS,TXTXS,US-TX,,,,,,2023-TXTXS-230239,,No Decision,,,,2023/01/14 21:19:17+00,2023/02/20 18:19:20+00,IRWIN,0,,,{9E77756D-77F3-49CC-89AB-2B2526499DA2},{8E86430A-5DE2-416B-81A6-F71E6C73A21A},0.005660212,-5.18E-07
14722,16,Juniper Jam,Wildfire Daily Fire Perimeter,Mixed Methods,104.4475352,2023/01/12 18:40:00+00,2023/01/13 19:47:08+00,2023/01/12 20:43:58+00,{02681B27-B91B-4A00-9A49-E2CD63383222},,104.4471533,{CE5E50CE-B775-4722-A4C0-EEB4D1148667},2023 NIFS,23873564,,FIREREPORTING,,2023/02/06 21:08:00+00,2023/02/06 21:08:00+00,wildcad,200,200,FLFIC,,,,,,,,,,Undetermined,,,P47K,,2023/01/12 14:42:59+00,,2023/02/06 21:08:00+00,,,,,P8,805,SACC,,,,,,Juniper Jam,,WF,FI,29.96503,-84.95516,200,,{02681B27-B91B-4A00-9A49-E2CD63383222},,0,0,0,0,0,,110,wildcad,,,,Franklin,FLFIC,12037,USFS,FLFNF,,USFS,Federal,,,,,,,SA44,USFS,FLFNF,US-FL,,,,,,2023-FLFNF-000110,,No Decision,,,,2023/01/12 18:39:38+00,2023/02/06 21:07:24+00,IRWIN,0,,,{78EFD6F7-15C1-4537-BD11-6DB91B5251BC},{9ABD29E1-75D4-4C8D-A3F3-09B7408357A5},0.044519717,-3.95E-05
14726,643,Anderson 0241,Wildfire Daily Fire Perimeter,Mixed Methods,4.356192325,2023/01/17 16:58:45+00,2023/01/17 16:59:30+00,2023/01/15 02:22:03+00,{5CAD9532-1FBD-479E-877E-9A92E00A2DB3},,4.356194676,{8728AB58-5B69-4A3B-9C6E-8E1CC5D167B2},2023 NIFS,23873706,,DEFAULT,,2023/01/14 23:49:17+00,,wires,4.4,4.4,TXTIC,,,,,,Minimal,,,,Human,Debris and open burning,Open trash burning,,,2023/01/14 20:22:03+00,Type 5 Incident,,,,,,,,SACC,,,,,,Anderson 0241,,WF,FI,31.82323414,-95.56276176,,,{5CAD9532-1FBD-479E-877E-9A92E00A2DB3},,0,,,,1,1,230241,wires,100,,,Anderson,TXTIC,48001,State,TXTXS,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,TL7,Medium Logging Slash,,,2023-TXTXS-230241,,No Decision,,,,2023/01/14 22:03:09+00,2023/03/08 17:44:21+00,IRWIN,0,,,{8C394200-8BE5-4E6F-B4B2-171B46F0F812},{752B971E-FC43-4F34-886A-AA4BEDED19D8},0.005644392,-1.68E-06
14729,439,1 ALPHA 23,Wildfire Daily Fire Perimeter,Hand Sketch,3,2023/01/13 16:34:44+00,2023/02/09 16:29:05+00,2023/01/09 01:12:59+00,{BDC3D5AD-C6D6-4F7E-9646-1F228E705BB8},,7.140071801,{033B5D28-8FB2-4317-AFC9-B16016F3CB5A},2023 NIFS,23873271,,FIREREPORTING,,2023/01/08 20:50:00+00,2023/01/22 12:59:59+00,wildcad,5,3,COPBC,,,,,,,,,,Human,,,P453,,2023/01/08 19:12:59+00,,2023/02/09 16:40:00+00,,,,,PA,1522,RMCC,,,,,,1 ALPHA 23,,WF,FI,39.37497,-95.86044,3,,{BDC3D5AD-C6D6-4F7E-9646-1F228E705BB8},,0,1,0,0,0,,8,wildcad,,,,Jackson,COPBC,20085,,,,Private,Private,,,,,,,RM28,BIA,KSHOA,US-KS,,,,,,2023-KSHOA-000008,,No Decision,,,,2023/01/09 20:56:58+00,2023/02/09 17:32:27+00,IRWIN,0,,,{41FD71B2-8FE4-4ABD-A386-EBC3FB4360A6},{F65B949A-4B55-4B8C-9B3D-040D83C51C96},0.009726788,-3.02E-06
14730,651,Upshur 0200,Wildfire Daily Fire Perimeter,Mixed Methods,1.773769287,2023/01/17 17:21:15+00,2023/01/17 17:23:05+00,2023/01/11 22:07:08+00,{2051744C-7513-4CAB-888C-057D45DDABBE},,1.773769897,{F2CB471D-5B19-4C62-A43D-7AA394F77365},2023 NIFS,23873528,,DEFAULT,,2023/01/11 22:24:54+00,,wires,2,2,TXTIC,,,,,,Minimal,,,,Natural,Natural,Lightning,,,2023/01/11 21:19:17+00,Type 5 Incident,,,,,,,,SACC,,,,,,Upshur 0200,,WF,FI,32.89516667,-94.9323,,,{2051744C-7513-4CAB-888C-057D45DDABBE},,0,,,,,1,230200,wires,100,,,Upshur,TXTIC,48459,State,TXTXS,,Private,Private,,,,,,,SA07,SFS,TXTXS,US-TX,,TL8,Timber (Litter and Understory),,,2023-TXTXS-230200,,No Decision,,,,2023/01/11 22:15:54+00,2023/02/20 18:15:36+00,IRWIN,0,,,{FFBBF736-D762-4C36-96A7-568F91A8F727},{D5410C6A-F3BF-46A1-95AD-F4DE8AA70F55},0.003249659,-6.92E-07
14732,948,Red River 0307,Wildfire Daily Fire Perimeter,Mixed Methods,2.708198871,2023/01/24 16:38:02+00,2023/01/24 16:38:34+00,2023/01/19 06:22:00+00,{8A7D5292-3AC6-484E-A369-C59BFBFD718B},,2.708199993,{4A985E3E-1C4A-41CD-8483-8E5CC9AA1361},2023 NIFS,23873993,,DEFAULT,,2023/01/19 02:26:00+00,,wires,3,3,TXTIC,,,,,,Minimal,,,,Human,Debris and open burning,Machine pile/slash,,,2023/01/19 00:22:00+00,Type 5 Incident,,,,,,,,SACC,,,,,,Red River 0307,,WF,FI,33.72736594,-95.164348,,,{8A7D5292-3AC6-484E-A369-C59BFBFD718B},,0,,,,,0,230307,wires,100,,,Red River,TXTIC,48387,State,TXTXS,,Private,Private,,,,,,,SA07,SFS,TXTXS,US-TX,,GR5,Short Grass (1 foot),,,2023-TXTXS-230307,,No Decision,,,,2023/01/19 01:17:00+00,2023/02/20 18:08:13+00,IRWIN,0,,,{6F3CB3E6-6295-4AF2-A62B-FBDC98DEDF81},{637A4466-10E7-405E-B0F5-366DC37F53A6},0.004901863,-1.07E-06
14733,641,Liberty 0252,Wildfire Daily Fire Perimeter,Mixed Methods,3.997080919,2023/01/17 16:54:04+00,2023/01/17 16:54:43+00,2023/01/16 00:17:59+00,{12B86F96-D6D1-40AC-A700-F115A76BD485},,3.997082561,{85474B70-72A5-4E9D-968F-6F8148E0C551},2023 NIFS,23873740,,DEFAULT,,2023/01/15 20:13:59+00,,wires,4,4,TXTIC,,,,,,Minimal,,,,Human,Debris and open burning,,,,2023/01/15 18:17:59+00,Type 5 Incident,,,,,,,,SACC,,,,,,Liberty 0252,,WF,FI,30.36777385,-94.9446175,,,{12B86F96-D6D1-40AC-A700-F115A76BD485},,0,,,,,0,230253,wires,100,,,Liberty,TXTIC,48291,State,TXTXS,,Private,Private,,,,,,,SA13,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),,,2023-TXTXS-230253,,No Decision,,,,2023/01/15 19:51:42+00,2023/03/08 17:02:33+00,IRWIN,0,,,{893A7187-65FE-4B61-A85A-58BD4DA52C9A},{142148BA-AD00-4277-A646-3D10D0CE39E3},0.006937495,-1.52E-06
14734,649,Polk 0224,Wildfire Daily Fire Perimeter,Mixed Methods,17.34967841,2023/01/17 17:17:47+00,2023/01/17 17:18:27+00,2023/01/14 00:25:34+00,{EBEFE3A1-E305-41FC-9A22-5CA168BF1F43},,17.34968592,{2C295989-1D40-49C8-A8D9-6B713F395E0A},2023 NIFS,23873633,,DEFAULT,,2023/01/13 20:25:46+00,,wires,17.5,17.5,TXTIC,,,,,,Minimal,,,,Undetermined,,,,,2023/01/13 18:25:34+00,Type 5 Incident,,,,,,,,SACC,,,,,,Polk 0224,,WF,FI,30.86667667,-94.852,,,{EBEFE3A1-E305-41FC-9A22-5CA168BF1F43},,0,,,,,0,230224,wires,100,,,Polk,TXTIC,48373,State,TXTXS,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,Timber (Grass and Understory),,,2023-TXTXS-230224,,No Decision,,,,2023/01/13 19:44:24+00,2023/03/08 17:44:22+00,IRWIN,0,,,{D5F2B448-319F-40EC-8F36-7EC5FFFB95CB},{388844B5-42D6-4E50-8E7D-130BA5045C5E},0.01115261,-6.62E-06
14961,,3 CHARLIE 23,Wildfire Daily Fire Perimeter,Hand Sketch,0.33,2023/02/08 17:34:17+00,2023/02/09 16:47:38+00,2023/02/07 23:24:08+00,{2FAF6119-0298-44FB-BA35-0A3995B57E70},,0.535994661,{B0CF4D8B-2605-48C8-9527-9A583DD2DC29},2023 NIFS,23875488,,FIREREPORTING,,2023/02/07 22:17:00+00,,wildcad,0.33,0.33,COPBC,,,,,,,,,,Human,,,P5E0,,2023/02/07 17:24:00+00,,2023/02/09 16:44:59+00,,,,,PA,1522,RMCC,,,,,,3 CHARLIE 23,,WF,FI,39.36994,-95.85069,0.33,,{2FAF6119-0298-44FB-BA35-0A3995B57E70},,0,1,0,0,0,,65,wildcad,,,,Jackson,COPBC,20085,,,,Private,Private,,,,,,,RM28,BIA,KSHOA,US-KS,,,,,,2023-KSHOA-000065,,No Decision,,,,2023/02/08 17:34:05+00,2023/02/09 17:34:33+00,IRWIN,0,,,{BA97D5EA-8802-4168-99F6-5BE5292CB1BF},{0D130F7D-7B04-4DCB-B2D7-FB5BBF2B307A},0.002453096,-2.27E-07
14978,1683,Shooting Range,Wildfire Daily Fire Perimeter,GPS-Driven,0.133949922,2023/02/10 20:37:41+00,2023/02/10 20:45:59+00,2023/02/07 00:00:00+00,{5E7850C8-C9E5-4AFA-9979-86A38425BF39},,0.133949432,{D90CE2D4-E27D-40A6-BD4D-B07AA732D761},2023 NIFS,23875170,,FIREREPORTING,,2023/02/04 00:30:00+00,2023/02/04 16:05:00+00,wildcad,0.14,0.1,COPBC,,,,,,,,,,Human,,,P5DH,,2023/02/03 23:28:00+00,,2023/02/04 22:09:00+00,,,,,P2,212,RMCC,,,,,,Shooting Range,,WF,FI,37.0216,-101.8738,0.1,,{5E7850C8-C9E5-4AFA-9979-86A38425BF39},,0,1,0,0,0,,59,wildcad,,,,Morton,COPBC,20129,USFS,COPSF,,USFS,Federal,,,,,,,RM27,USFS,COPSF,US-KS,,,,,,2023-COPSF-000059,,No Decision,,,,2023/02/03 23:58:02+00,2023/02/04 22:41:42+00,IRWIN,0,,,{8BAFCCB2-11CB-40DB-B39A-DD3B2FA04F4A},{6ADA095D-4761-435D-BBA8-C622C4ACB7B9},0.000931672,-5.49E-08
14987,,Trash Pile ,Wildfire Daily Fire Perimeter,Hand Sketch,0.25,2023/02/01 23:04:32+00,2023/02/02 13:25:36+00,2023/02/02 03:13:00+00,{0A4CA82D-B3AF-44B7-AC44-8CEB41A884FA},,0.013177684,{74E85FC9-2187-4E5F-858F-354170C75CDB},2023 NIFS,23874951,,FIREREPORTING,,2023/02/01 22:15:00+00,2023/02/06 20:45:00+00,wildcad,1,1,MSMIC,,,,,,,,,,Human,,,P5CH,,2023/02/01 21:13:00+00,,2023/02/09 14:29:59+00,,,,,P8,807,SACC,,,,,,Trash Pile ,,WF,FI,30.553,-88.941,1,,{0A4CA82D-B3AF-44B7-AC44-8CEB41A884FA},,0,0,0,0,0,,47,wildcad,,,,Harrison,MSMIC,28047,USFS,MSMNF,,USFS,Federal,,,,,,,SA21B,USFS,MSMNF,US-MS,,,,,,2023-MSMNF-000047,,No Decision,,,,2023/02/01 23:04:24+00,2023/02/09 14:44:19+00,IRWIN,0,,,{3CA6B3ED-4225-4189-802E-AAE713769870},{BFD7AA26-8D9B-45CA-9E0F-3682D21B9113},0.000286036,-5.01E-09
14989,,2 Bravo 23,Wildfire Daily Fire Perimeter,Hand Sketch,0.25,2023/02/06 18:32:03+00,2023/02/09 17:32:53+00,2023/02/05 23:19:00+00,{B39AE173-56AC-4E69-94A7-50D812312B28},,0.090061192,{6F55A869-6043-4E70-A1B8-9C5304123EDF},2023 NIFS,23875323,,FIREREPORTING,,2023/02/05 18:23:00+00,2023/02/09 17:29:59+00,wildcad,0.25,0.25,COPBC,,,,,,,,,,Human,,,P5D7,,2023/02/05 17:19:00+00,,2023/02/09 17:29:59+00,,,,,PA,1522,RMCC,,,,,,2 Bravo 23,,WF,FI,39.30215,-95.75716,0.25,,{B39AE173-56AC-4E69-94A7-50D812312B28},,0,1,0,0,0,,62,wildcad,,,,Jackson,COPBC,20085,,,,Private,Private,,,,,,,RM28,BIA,KSHOA,US-KS,,,,,,2023-KSHOA-000062,,No Decision,,,,2023/02/06 18:31:50+00,2023/02/09 17:36:11+00,IRWIN,0,,,{6C97608B-BB40-406A-A592-E8AF15CAC7F2},{89F2B25C-C097-4355-A65F-E8322F17BF7C},0.000789461,-3.81E-08
14992,1779,Morris 0364,Wildfire Daily Fire Perimeter,Mixed Methods,25.18785068,2023/02/13 16:07:44+00,2023/02/13 16:09:04+00,2023/01/28 00:36:40+00,{260F5528-B3DD-4779-96C4-75B2556E17D4},,25.18786208,{A0C80C17-8A6B-40F6-A009-F600FF8285F0},2023 NIFS,23874592,,DEFAULT,,2023/01/28 01:10:00+00,,wires,25,25,TXTIC,,,,,,Moderate,,,,Human,Debris and open burning,Other land clearing,,,2023/01/27 21:39:14+00,Type 5 Incident,,,,,,,,SACC,,,,,,Morris 0364,,WF,FI,33.11013501,-94.74001305,,,{260F5528-B3DD-4779-96C4-75B2556E17D4},,0,,,,,1,230364,wires,100,,,Morris,TXTIC,48343,State,TXTXS,,Private,Private,,,,,,,SA07,SFS,TXTXS,US-TX,,SB2,Medium Logging Slash,,,2023-TXTXS-230364,,No Decision,,,,2023/01/27 22:29:07+00,2023/02/20 18:15:03+00,IRWIN,0,,,{4F026D80-0432-4EDD-BB85-DEDFCF55B751},{40A24354-E373-4BA8-887B-28396AC14060},0.01526017,-9.85E-06
14993,1780,Cass 0363,Wildfire Daily Fire Perimeter,Mixed Methods,1.912405541,2023/02/13 16:09:40+00,2023/02/13 16:10:20+00,2023/01/28 02:29:59+00,{503033BD-4DE1-4197-96C2-91205B70245A},,1.912406296,{230F2DFE-5446-48EC-861B-518F86173D1A},2023 NIFS,23874590,,DEFAULT,,2023/01/27 22:21:59+00,,wires,2,2,TXTIC,,,,,,Minimal,,,,Undetermined,Undetermined (remarks required),,,,2023/01/27 20:29:59+00,Type 5 Incident,,,,,,,,SACC,,,,,,Cass 0363,,WF,FI,32.88776667,-94.5774,,,{503033BD-4DE1-4197-96C2-91205B70245A},,0,,,,,0,230363,wires,100,,,Cass,TXTIC,48067,State,TXTXS,,Private,Private,,,,,,,SA07,SFS,TXTXS,US-TX,,TU2,Timber (Litter and Understory),,,2023-TXTXS-230363,,No Decision,,,,2023/01/27 21:16:33+00,2023/03/08 17:44:17+00,IRWIN,0,,,{7B3C3478-4D3D-4178-A4DD-02025CEE274A},{34E69BBA-76BF-4C48-A652-8EA4B4D6FAC5},0.00457061,-7.46E-07
15000,597,RATTLESNAKE HOLLOW,Wildfire Daily Fire Perimeter,Image Interpretation,888,2023/01/16 14:15:56+00,2023/02/15 17:38:24+00,2023/01/15 04:27:00+00,{AE75C0C2-C212-412E-B5A1-FABF3FD8D677},,790.2261921,{ED4127B8-F6A8-4387-8503-44B6E0415B5A},2023 NIFS,23873768,,FIREREPORTING,,2023/01/23 18:00:00+00,2023/02/07 18:00:00+00,wildcad,888.2,0.1,ARAOC,100000,,,,,Minimal,,,,Human,,,P48B,,2023/01/14 22:27:00+00,Type 3 Incident,2023/02/07 18:00:00+00,0,100,0,0,PA,1522,SACC,2023/01/23 20:51:57+00,2023/01/19 18:00:00+00,2023/01/23 18:00:00+00,F,Type 3 IC,RATTLESNAKE HOLLOW,"6 miles NNW of Hanna, OK",WF,FI,35.2955,-95.92409,80,,{AE75C0C2-C212-412E-B5A1-FABF3FD8D677},,0,1,1,0,0,0,139,wildcad,100,100,,McIntosh,ARAOC,40091,,,,Private,Private,,,,,,,SA17A,BIA,OKOMA,US-OK,,,Hardwood Litter,,16,2023-OKOMA-000139,,No Decision,,,,2023/01/16 14:15:32+00,2023/02/07 19:23:28+00,IRWIN,0,,,{E967A16C-E28E-46A6-BADB-B5E6FD8733E8},{CBE23033-B297-404D-9DD3-D231B75773B4},0.117409712,-0.000316888
15001,1344,Shubert Fire,Wildfire Daily Fire Perimeter,Image Interpretation,500,2023/02/03 17:14:18+00,2023/02/15 17:52:42+00,2023/02/03 22:59:17+00,{E9E77C14-6AB9-42B0-9E0C-9D8CE3441543},,593.5338338,{2E1A21F1-6E39-428C-8002-27D4CBCFD916},2023 NIFS,23875107,,ICS209,,,,wildcad,500,500,NMSFC,,,,,,,,,,Human,,,P5DB,,2023/02/02 21:45:00+00,,,,,,,PN,1522,SWCC,,,,,,Shubert Fire,,WF,FI,35.89291,-104.7333,500,,{E9E77C14-6AB9-42B0-9E0C-9D8CE3441543},,0,1,0,0,0,,17,wildcad,,,,Mora,NMSFC,35033,,,,Private,Private,,,,,,,SW13,SF,NMN4S,US-NM,,,,,,2023-NMN4S-000017,,No Decision,,,,2023/02/03 17:14:06+00,2023/02/03 23:21:47+00,IRWIN,0,,,{47845560-1423-4C19-B87D-93DD29F34009},{B4C538CC-B918-47AA-9B4B-33BD6387C1BC},0.116302096,-0.000239772
15002,1502,Mogote,Wildfire Daily Fire Perimeter,Image Interpretation,1000,2023/02/07 15:35:48+00,2023/05/08 17:37:17+00,2023/02/07 00:59:59+00,{F2566B49-C39D-4D63-8166-0E40B5269593},,3261.489608,{6908BA03-4B96-43D1-988C-ABD91FD2E4FC},2023 NIFS,27638393,,DEFAULT,,,,wildcad,3803,1000,NMSFC,12000,,,,,Minimal,,Creeping,Torching,Undetermined,,,,,2023/02/06 18:59:59+00,Type 4 Incident,,0,100,0,0,,,SWCC,2023/02/14 21:44:52+00,2023/02/14 18:59:59+00,2023/02/14 21:00:00+00,F,Type 4 IC,Mogote,15 Miles South East of Wagon Mound NM,WF,FI,35.85579,-104.7075,1000,,{F2566B49-C39D-4D63-8166-0E40B5269593},,0,0,0,0,0,0,18,wildcad,100,100,Wagon Mound,Mora,NMSFC,35033,,,,Private,Private,,,,,,,SW13,SF,NMN4S,US-NM,,,Tall Grass (2.5 feet),Brush (2 feet),,2023-NMN4S-000018,,No Decision,,,,2023/02/07 15:35:42+00,2023/03/30 19:11:36+00,IRWIN,0,,,{F2566B49-C39D-4D63-8166-0E40B5269593},{00BE9ACA-1CE8-4B11-9C81-2456592CC3A7},0.427257437,-0.001317396
15003,1919,Nova Brewer ,Wildfire Daily Fire Perimeter,Hand Sketch,2,2023/02/15 18:04:11+00,2023/02/15 18:04:11+00,2023/02/15 18:03:26+00,{956B528A-68D8-476E-A238-59802C2DAC45},,0.655701646,{16DE6A3A-84B2-4A41-B590-D2B0E6855285},2023 NIFS,23874631,,FIREREPORTING,,2023/02/09 20:29:59+00,2023/02/09 21:00:00+00,wildcad,2,2,MSMIC,,,,,,,,,,Human,,,P5BF,,2023/01/28 13:25:00+00,,2023/02/09 21:30:00+00,,,,,,807,SACC,,,,,,Nova Brewer ,,WF,FI,31.43541,-88.79285,2.2,,{956B528A-68D8-476E-A238-59802C2DAC45},,0,0,0,0,0,,40,wildcad,,,,Wayne,MSMIC,28153,USFS,MSMNF,,USFS,Federal,,,,,,,SA22A,USFS,MSMNF,US-MS,,,,,,2023-MSMNF-000040,,No Decision,,,,2023/01/28 13:40:22+00,2023/02/09 22:00:25+00,IRWIN,0,,,{585DBE2A-61DF-4F8A-BEC3-0D0F264AEA83},{252258A1-361B-48B2-A3B3-A2660431F654},0.002703342,-2.52E-07
