,COUNTY,LATITUDE,LONGITUDE,FIRE_NAME,FIRE_SIZE,FIRE_SIZE_CLASS,FIRE_YEAR,DISCOVERY_DATE,CONTAIN_DATE,CAUSE_CLASSIFICATION,CAUSE,FREQUENCY
6477,Riverside County,33.781131,-117.24332,W 4TH ST / NAVAJO RD,0.1,A,2017,20170724,20170724,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6478,Riverside County,33.921785,-117.559227,HAMNER AV  NORC,0.01,A,2017,20170725,20170725,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6479,Riverside County,33.714541,-116.173346,DILLON,0.1,A,2017,20170725,20170725,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6480,Riverside County,33.727609,-117.30992,HAMMACK,2.0,B,2017,20170726,20170726,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6481,Riverside County,33.770235,-116.968597,JUANITA,2.0,B,2017,20170728,20170728,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6482,Riverside County,33.687989,-117.372146,W LAKESHORE DR / ALLIS ST,1.0,B,2017,20170728,20170728,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6483,Riverside County,33.683315,-117.175579,HAUN RD  MENI,0.01,A,2017,20170728,20170728,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6484,Riverside County,33.822995,-117.192693,PLACENTIA,63.0,C,2017,20170728,20170729,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6485,Riverside County,33.681633,-117.366117,KANSAS ST / LEHR DR,0.01,A,2017,20170730,20170730,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6486,Riverside County,33.890863,-117.195726,BONITA,0.01,A,2017,20170730,20170730,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6487,Riverside County,33.572845,-116.066457,5TH,0.01,A,2017,20170731,20170731,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6488,Riverside County,33.723425,-116.199016,I 10  E/ HY 86S,0.1,A,2017,20170731,20170731,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6489,Riverside County,33.742931,-117.171743,ETHANAC RD / ANTELOPE RD,0.1,A,2017,20170731,20170731,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6490,Riverside County,33.940663,-117.267916,HY 60  E/ FREDERICK ST OF,0.01,A,2017,20170731,20170731,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6491,Riverside County,33.64886,-117.119121,WICKARD,1.0,B,2017,20170731,20170731,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6492,Riverside County,33.514705,-116.788478,LAKESHORE,0.01,A,2017,20170802,20170802,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6493,Riverside County,33.656624,-116.173535,AVE 54  / SHADY LN,0.1,A,2017,20170804,20170805,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6494,Riverside County,34.008753,-117.241661,STEWART,122.0,D,2017,20170804,20170805,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6495,Riverside County,33.965853,-117.031374,I 10  E/ CHERRY VALLEY BL,1.0,B,2017,20170805,20170805,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6496,Riverside County,33.661589,-117.1193,LEON RD  WINC,0.1,A,2017,20170806,20170806,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6497,Riverside County,33.891634,-117.272331,215,0.1,A,2017,20170807,20170807,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6498,Riverside County,33.928145,-116.911789,W JACINTO VIEW RD /N SUNS,0.05,A,2017,20170808,20170808,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6499,Riverside County,33.924127,-116.895167,I 10  E/ 22ND ST ONRP,0.1,A,2017,20170809,20170809,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6500,Riverside County,33.504884,-117.158883,DIAZ RD  TEM,0.01,A,2017,20170809,20170809,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6501,Riverside County,33.814885,-116.375894,CHIRICAHUA,1.0,B,2017,20170811,20170811,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6502,Riverside County,33.936297,-117.271641,MORENO VALLEY MALL MOVA,0.01,A,2017,20170811,20170811,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6503,Riverside County,33.937246,-117.235067,WEBSTER,0.01,A,2017,20170813,20170813,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6504,Riverside County,33.787296,-117.006785,COTTONWOOD AV /N SANDERSO,0.01,A,2017,20170813,20170813,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6505,Riverside County,33.910112,-117.174838,CACTUS AV / MORENO BEACH,0.1,A,2017,20170813,20170813,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6506,Riverside County,33.927542,-116.980755,BEAUMONT AV ONRP  / I 10,0.1,A,2017,20170814,20170814,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6507,Riverside County,33.982631,-117.308115,BLAINE,1500.0,F,2017,20170813,20170814,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6508,Riverside County,33.824306,-114.534682,MP 95-17 BLYT,0.1,A,2017,20170815,20170815,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6509,Riverside County,33.91735,-117.235025,ALESSANDRO BL / INDIAN ST,0.1,A,2017,20170815,20170815,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6510,Riverside County,33.788096,-117.237071,SUNRISE,0.25,A,2017,20170816,20170816,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6511,Riverside County,33.881507,-117.267765,215,0.01,A,2017,20170817,20170817,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6512,Riverside County,33.945484,-116.475112,MOUNTAIN VIEW RD / ALEXAN,1.0,B,2017,20170818,20170818,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6513,Riverside County,33.950118,-116.483753,BUNCH,0.25,A,2017,20170818,20170818,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6514,Riverside County,33.884072,-117.405007,MOCKINGBIRD,0.01,A,2017,20170819,20170819,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6515,Riverside County,33.962498,-117.254687,MEADOW,4.5,B,2017,20170820,20170820,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6516,Riverside County,33.707488,-116.181791,DILLON,0.5,B,2017,20170822,20170822,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6517,Riverside County,33.554416,-116.182204,HARRISON ST / AVE 66,0.1,A,2017,20170822,20170822,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6518,Riverside County,33.87945,-117.499754,LINCOLN,1.6,B,2017,20170823,20170823,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6519,Riverside County,33.851832,-117.265571,MARKHAM ST  MEAD,0.1,A,2017,20170823,20170823,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6520,Riverside County,33.770128,-116.938937,E ESPLANADE AV /E COMMONW,0.01,A,2017,20170826,20170826,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6521,Riverside County,33.881507,-117.267765,INTERSTATE,0.05,A,2017,20170827,20170827,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6522,Riverside County,33.962395,-116.499035,OCOTILLO RD / 1ST ST,0.1,A,2017,20170828,20170828,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6523,Riverside County,33.973938,-116.499958,MARCUS,0.1,A,2017,20170828,20170828,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6524,Riverside County,33.972133,-116.492652,VERBENA DR  DHSP,0.1,A,2017,20170829,20170829,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6525,Riverside County,33.936252,-117.194971,BUCKEYE TER  MOVA,0.1,A,2017,20170829,20170829,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6526,Riverside County,33.484122,-117.102912,DE PORTOLA RD / MARGARITA,0.01,A,2017,20170829,20170829,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6527,Riverside County,33.781025,-117.236932,PARK,4.2,B,2017,20170829,20170829,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6528,Riverside County,33.790127,-117.253546,BOND DR / WESTON RD,0.1,A,2017,20170829,20170829,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6529,Riverside County,33.844496,-117.226071,RAMONA,10.0,C,2017,20170830,20170830,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6530,Riverside County,33.919507,-117.103765,ALESSANDRO,0.25,A,2017,20170830,20170830,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6531,Riverside County,33.494582,-117.158036,CYPRESS,0.25,A,2017,20170831,20170831,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6532,Riverside County,33.86614,-117.261075,I 215  N/ HARLEY KNOX BL,0.25,A,2017,20170831,20170831,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6533,Riverside County,33.865297,-117.409613,BLACKBURN,1.0,B,2017,20170901,20170901,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6534,Riverside County,33.917362,-117.226325,ALESSANDRO BL / PERRIS BL,0.1,A,2017,20170901,20170901,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6535,Riverside County,33.92727,-116.686371,SAGEBRUSH AV  SANG,0.01,A,2017,20170901,20170901,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6536,Riverside County,33.662178,-117.382078,GRAND,0.5,B,2017,20170902,20170902,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6537,Riverside County,33.603592,-114.731487,BLYTHE,0.01,A,2017,20170902,20170902,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6538,Riverside County,33.969455,-116.493255,VERBENA DR / SAN REMO RD,0.1,A,2017,20170903,20170903,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6539,Riverside County,33.649043,-117.259637,LOST RD / LINNY CT,1.0,B,2017,20170903,20170903,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6540,Riverside County,33.554701,-116.11272,68,0.08,A,2017,20170903,20170904,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6541,Riverside County,33.658635,-117.308113,LAKE ELSINORE DIAMOND STA,1.0,B,2017,20170906,20170906,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6542,Riverside County,33.949184,-117.198603,IRONWOOD AV  MOVA,0.1,A,2017,20170906,20170906,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6543,Riverside County,33.793799,-117.239225,W METZ RD / DE LINES DR,0.1,A,2017,20170907,20170907,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6544,Riverside County,33.52386,-117.214032,DE LUZ RD / CALLE CAPISTR,1.0,B,2017,20170908,20170908,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6545,Riverside County,33.736307,-117.159544,MATTHEWS,0.5,B,2017,20170915,20170915,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6546,Riverside County,33.727819,-116.23017,BOULEVARD,1.0,B,2017,20170916,20170916,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6547,Riverside County,33.540143,-116.008995,70TH,1.0,B,2017,20170916,20170916,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6548,Riverside County,34.000706,-116.962426,OAK GLEN RD  CHER,0.01,A,2017,20170918,20170918,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6549,Riverside County,33.801088,-116.954626,ALESSANDRO,0.1,A,2017,20170920,20170920,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6550,Riverside County,33.966114,-116.496976,MESQUITE AV / 5TH ST,0.01,A,2017,20170921,20170921,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6551,Riverside County,33.75432,-116.286368,CLUB,0.1,A,2017,20170921,20170921,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6552,Riverside County,33.935566,-116.964362,E 10TH ST / CHERRY AV,0.12,A,2017,20170923,20170923,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6553,Riverside County,33.786639,-117.191402,SAN JACINTO AV /N DUNLAP,0.01,A,2017,20170923,20170923,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6554,Riverside County,33.680505,-117.327235,I 15  S/N MAIN ST OFRP,1.0,B,2017,20170923,20170923,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6555,Riverside County,33.823221,-116.974801,RECORD,2.25,B,2017,20170925,20170925,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6556,Riverside County,33.686866,-117.370346,W LAKESHORE DR / WISE ST,0.5,B,2017,20170926,20170926,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6557,Riverside County,33.968173,-117.257349,LAKE,0.25,A,2017,20170927,20170927,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6558,Riverside County,33.708118,-116.198599,INDIO BL  INDO,0.1,A,2017,20170927,20170927,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6559,Riverside County,33.9217,-116.966021,PENSYLVANIA,0.25,A,2017,20170928,20170928,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6560,Riverside County,33.750823,-116.277676,COUNTRY CLUB DR  PDES,1.0,B,2017,20170929,20170929,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6561,Riverside County,33.703847,-117.342686,11TH ST / TERETICORNIS AV,0.1,A,2017,20170930,20170930,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6562,Riverside County,33.8298,-117.114774,YUCCA AV / 6TH ST,0.01,A,2017,20170930,20170930,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6563,Riverside County,33.785505,-117.226092,S PERRIS BL /E 1ST ST,0.01,A,2017,20171001,20171001,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6564,Riverside County,33.932512,-116.960497,8TH,1.0,B,2017,20171001,20171001,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6565,Riverside County,33.594581,-116.224577,JACKSON,0.01,A,2017,20171001,20171001,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6566,Riverside County,33.83822,-117.305098,ALEXANDER ST / WELLS ST,0.1,A,2017,20171002,20171002,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6567,Riverside County,33.801118,-117.226184,N PERRIS BL /W NUEVO RD,0.01,A,2017,20171004,20171004,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6568,Riverside County,33.828535,-117.222358,LAKE VIEW DR  PERR,0.01,A,2017,20171005,20171005,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6569,Riverside County,33.637361,-117.171291,I 215  S/ SCOTT RD ONRP,0.1,A,2017,20171005,20171005,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6570,Riverside County,33.926305,-116.916311,W RAMSEY ST / SUNSET CENT,0.1,A,2017,20171006,20171006,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6571,Riverside County,33.940416,-117.23658,POSTAL,1.0,B,2017,20171006,20171006,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6572,Riverside County,34.009862,-117.423458,OPAL ST  JRPV,0.01,A,2017,20171007,20171007,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6573,Riverside County,34.024737,-117.541798,MISSION BL / WINEVILLE RD,0.1,A,2017,20171008,20171008,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6574,Riverside County,33.918975,-116.771156,MAIN,0.5,B,2017,20171009,20171009,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6575,Riverside County,33.81651,-116.972269,RECORD,1.0,B,2017,20171009,20171009,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6576,Riverside County,33.781131,-117.24332,NAVAJO,21.0,C,2017,20171009,20171009,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6577,Riverside County,33.895483,-117.193072,IRIS AV / NASON ST,0.01,A,2017,20171009,20171009,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6578,Riverside County,33.779848,-117.244258,BELLAMO LN /W 4TH ST,0.01,A,2017,20171012,20171012,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6579,Riverside County,33.979151,-116.981151,MOUNTAIN,0.1,A,2017,20171013,20171013,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6580,Riverside County,33.67006,-117.33862,S LEWIS ST /W LAKESHORE D,0.01,A,2017,20171013,20171013,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6581,Riverside County,33.917418,-117.182774,ALESSANDRO BL / OLIVER ST,0.1,A,2017,20171013,20171013,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6582,Riverside County,33.93491,-116.954923,CARNATION,1.0,B,2017,20171013,20171013,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6583,Riverside County,33.932816,-116.946922,HIGHLAND SPRINGS AV /N HI,0.1,A,2017,20171014,20171014,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6584,Riverside County,33.683724,-117.368552,CHARLES,0.25,A,2017,20171014,20171014,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6585,Riverside County,34.017805,-117.462368,GRANITE,0.01,A,2017,20171014,20171014,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6586,Riverside County,33.77224,-116.950976,E ESPLANADE AV / HEWITT S,0.1,A,2017,20171015,20171015,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6587,Riverside County,33.932579,-116.876742,N SAN GORGONIO AV /E WILS,0.1,A,2017,20171016,20171016,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6588,Riverside County,33.842749,-117.281845,ROBINSON ST / MARTIN ST,0.01,A,2017,20171016,20171016,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6589,Riverside County,33.816305,-116.410536,HOPE,1.0,B,2017,20171017,20171017,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6590,Riverside County,33.782841,-117.016799,HARTLEY PY  SANJ,0.5,B,2017,20171019,20171019,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6591,Riverside County,33.636896,-117.349876,HAYS AV  LVIL,1.0,B,2017,20171019,20171019,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6592,Riverside County,33.836191,-117.532402,I 15  S/ EL CERRITO RD OF,0.01,A,2017,20171020,20171020,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6593,Riverside County,33.59858,-116.112294,62ND,0.5,B,2017,20171020,20171020,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6594,Riverside County,33.729612,-117.387192,I 15  N/ LAKE ST OFRP,0.1,A,2017,20171020,20171020,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6595,Riverside County,34.010176,-117.418872,CANAL,0.01,A,2017,20171020,20171020,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6596,Riverside County,33.924145,-116.880425,I 10  E/ 8TH ST ONRP,0.1,A,2017,20171021,20171021,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6597,Riverside County,33.845466,-116.405875,VISTA CHINO  / RIO DEL SO,0.01,A,2017,20171022,20171022,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6598,Riverside County,34.015178,-117.456519,PYRITE,0.01,A,2017,20171022,20171022,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6599,Riverside County,33.64214,-116.226633,JACKSON,0.5,B,2017,20171022,20171022,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6600,Riverside County,33.926322,-116.917558,W RAMSEY ST  BAN,0.01,A,2017,20171023,20171023,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6601,Riverside County,33.696096,-117.076093,PATTERSON,6.5,B,2017,20171023,20171023,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6602,Riverside County,33.9611,-117.261474,PARKLAND,19.6,C,2017,20171023,20171023,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6603,Riverside County,33.966636,-117.256991,STONY CREEK WY / BREEZY M,0.25,A,2017,20171023,20171023,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6604,Riverside County,34.011772,-117.453906,MISSION BL / PYRITE ST,0.25,A,2017,20171024,20171024,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6605,Riverside County,33.799009,-116.928519,GRANITE,0.01,A,2017,20171024,20171024,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6606,Riverside County,33.95679,-117.244931,TWAIN,2.1,B,2017,20171025,20171025,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6607,Riverside County,33.687037,-117.329457,CENTRAL AV  LELS,0.1,A,2017,20171025,20171025,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6608,Riverside County,33.914733,-117.557722,I 15  S/ 2ND ST OFRP,0.1,A,2017,20171026,20171026,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6609,Riverside County,33.92167,-116.885444,S 8TH ST /W LINCOLN ST,1.0,B,2017,20171026,20171026,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6610,Riverside County,33.937718,-117.123847,RABBIT,1.0,B,2017,20171027,20171027,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6611,Riverside County,33.935938,-116.979988,EDGAR AV  BEAU,0.01,A,2017,20171027,20171027,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6612,Riverside County,33.64214,-116.226633,AIRPORT,0.25,A,2017,20171028,20171028,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6613,Riverside County,33.70741,-116.251378,HY 111  / MADISON ST,1.0,B,2017,20171029,20171029,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6614,Riverside County,33.497518,-117.16166,RANCHO CALIFORNIA RD / BU,0.01,A,2017,20171101,20171101,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6615,Riverside County,33.524145,-117.168331,JEFFERSON AV  TEM,0.01,A,2017,20171102,20171102,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6616,Riverside County,33.539967,-116.117394,LOPEZ,1.0,B,2017,20171102,20171102,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6617,Riverside County,33.636657,-116.128275,FILLMORE,1.0,B,2017,20171104,20171104,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6618,Riverside County,33.930929,-116.903145,N SUNRISE AV  BAN,0.1,A,2017,20171104,20171104,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6619,Riverside County,33.879864,-117.3691,WASHINGTON,0.01,A,2017,20171104,20171104,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6620,Riverside County,33.6607,-114.659004,6TH AV / NEIGHBORS BL,0.1,A,2017,20171104,20171104,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6621,Riverside County,34.018748,-117.547994,RIVERSIDE DR  JRPV,0.1,A,2017,20171107,20171107,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6622,Riverside County,33.992421,-117.060247,MUSTANG,1.5,B,2017,20171107,20171107,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6623,Riverside County,33.781131,-117.24332,W 4TH ST / NAVAJO RD,0.01,A,2017,20171109,20171109,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6624,Riverside County,33.5825,-116.07836,MIRAVILLA WY  MECC,0.01,A,2017,20171110,20171110,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6625,Riverside County,33.575233,-116.074539,DATE PALM ST / 7TH ST,0.01,A,2017,20171110,20171110,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6626,Riverside County,33.671311,-116.166354,GRAPEFRUIT BL / AVE 52,0.01,A,2017,20171110,20171110,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6627,Riverside County,33.752154,-116.747675,LAUREL TRL  PINC,0.1,A,2017,20171110,20171110,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6628,Riverside County,33.76473,-117.265291,MARIE,1.0,B,2017,20171116,20171116,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6629,Riverside County,33.591984,-116.078326,LINCOLN,1.0,B,2017,20171118,20171119,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6630,Riverside County,33.964406,-117.029514,INTERSTATE,0.01,A,2017,20171120,20171120,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6631,Riverside County,33.714989,-116.167564,I 10  W/ DILLON RD OFRP,0.25,A,2017,20171120,20171120,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6632,Riverside County,33.583904,-116.070249,64TH,15.0,C,2017,20171123,20171123,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6633,Riverside County,34.010702,-117.332185,SPRING,2.0,B,2017,20171123,20171123,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6634,Riverside County,33.837171,-117.292011,CAJALCO,0.1,A,2017,20171124,20171124,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6635,Riverside County,33.978308,-117.503728,APPALOOSA AV  JRPV,0.1,A,2017,20171124,20171124,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6636,Riverside County,33.844,-117.527654,POPPY ST  ELCE,1.0,B,2017,20171124,20171124,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6637,Riverside County,33.752393,-117.279756,SPRING ST  LELS,0.1,A,2017,20171124,20171124,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6638,Riverside County,33.729486,-117.32434,EL TORO,1.0,B,2017,20171126,20171126,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6639,Riverside County,33.64214,-116.226633,AIRPORT,1.0,B,2017,20171128,20171128,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6640,Riverside County,33.517213,-117.174931,REMINGTON,2.0,B,2017,20171202,20171202,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6641,Riverside County,33.934723,-116.993128,OAK,0.12,A,2017,20171202,20171202,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6642,Riverside County,33.744098,-116.932535,ACACIA AV / STANFORD ST,0.1,A,2017,20171204,20171204,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6643,Riverside County,33.925421,-116.885444,N 8TH ST /W RAMSEY ST,0.1,A,2017,20171204,20171204,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6644,Riverside County,33.843853,-117.525562,CONSUL AV  ELCE,0.1,A,2017,20171205,20171205,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6645,Riverside County,33.830219,-117.204317,E RIDER ST / EVANS RD,0.01,A,2017,20171206,20171206,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6646,Riverside County,33.783645,-117.216718,S REDLANDS AV / 4TH ST OF,0.01,A,2017,20171206,20171206,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
6647,Riverside County,33.757009,-116.295069,CLUB,0.01,A,2017,20171206,20171206,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0
