,FIPS_NAME,LATITUDE,LONGITUDE,FIRE_NAME,FIRE_SIZE,FIRE_SIZE_CLASS,FIRE_YEAR,DISCOVERY_DATE,CONTAIN_DATE,CAUSE_CLASSIFICATION,CAUSE
5609,El Dorado County,38.908096,-120.846468,POLLY,0.25,A,2017,2017-08-18,2017-08-18,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5610,Alameda County,37.6195,-121.81,VALLECITOS,1.0,B,2017,2017-08-18,2017-08-18,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5611,Shasta County,40.614985,-122.435487,ROXANNA,0.5,B,2017,2017-08-18,2017-08-18,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5612,Fresno County,36.895927,-119.723892,COPPER,0.5,B,2017,2017-08-19,2017-08-19,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5613,Merced County,36.961264,-120.65533,DOS PALOS,0.01,A,2017,2017-08-19,2017-08-19,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5614,Sonoma County,38.492955,-123.007005,NEELEY,1.0,B,2017,2017-08-19,2017-08-19,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5615,Riverside County,33.884072,-117.405007,MOCKINGBIRD,0.01,A,2017,2017-08-19,2017-08-19,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5616,Santa Clara County,37.237333,-122.069383,SANBORN,0.01,A,2017,2017-08-19,2017-08-19,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5617,Butte County,39.408729,-121.701797,DAKOTA,0.01,A,2017,2017-08-20,2017-08-20,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5618,Stanislaus County,37.789074,-120.761229,ORANGE,0.07,A,2017,2017-08-20,2017-08-20,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5619,Riverside County,33.962498,-117.254687,MEADOW,4.5,B,2017,2017-08-20,2017-08-20,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5620,Stanislaus County,37.629154,-120.4635,SOUTH,1.5,B,2017,2017-08-21,2017-08-21,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5621,Riverside County,33.707488,-116.181791,DILLON,0.5,B,2017,2017-08-22,2017-08-22,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5622,Shasta County,40.47076,-122.43559,SADDLE,0.1,A,2017,2017-08-22,2017-08-22,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5623,Siskiyou County,41.889917,-122.439467,WILLIT,0.5,B,2017,2017-08-22,2017-08-22,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5624,Riverside County,33.554416,-116.182204,HARRISON ST / AVE 66,0.1,A,2017,2017-08-22,2017-08-22,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5625,Merced County,37.246169,-121.08645,SULLIVAN,0.1,A,2017,2017-08-23,2017-08-23,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5626,Placer County,39.094636,-120.890403,IOWA,0.24,A,2017,2017-08-23,2017-08-23,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5627,Fresno County,36.701591,-119.737557,E DATE AV  FRESNO,0.01,A,2017,2017-08-23,2017-08-23,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5628,Tuolumne County,37.954874,-120.423941,DOLLAR GENERAL JAMESTOWN,0.01,A,2017,2017-08-23,2017-08-23,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5629,Madera County,36.95986,-120.023954,AVE 14.5   MADERA,0.1,A,2017,2017-08-23,2017-08-23,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5630,Riverside County,33.87945,-117.499754,LINCOLN,1.6,B,2017,2017-08-23,2017-08-23,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5631,Santa Clara County,36.988328,-121.384303,CASA,0.01,A,2017,2017-08-23,2017-08-23,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5632,Riverside County,33.851832,-117.265571,MARKHAM ST  MEAD,0.1,A,2017,2017-08-23,2017-08-23,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5633,Tuolumne County,37.972933,-120.396367,STOCKTON,0.04,A,2017,2017-08-23,2017-08-23,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5634,Merced County,37.27454,-121.00937,NORTH AV / JENSEN RD,0.1,A,2017,2017-08-24,2017-08-24,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5635,Butte County,39.751239,-121.615428,MALLAN LN  PRA,0.01,A,2017,2017-08-24,2017-08-24,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5636,Madera County,37.0834,-120.418948,ASH,0.25,A,2017,2017-08-24,2017-08-24,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5637,Madera County,37.08341,-120.297663,ROBERTSON,0.25,A,2017,2017-08-24,2017-08-24,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5638,Santa Cruz County,37.027837,-121.781632,BROWNS,0.01,A,2017,2017-08-24,2017-08-24,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5639,Nevada County,39.20199,-121.145665,FLYING,0.06,A,2017,2017-08-24,2017-08-24,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5640,Tulare County,36.108889,-118.884899,HOLDRIDGE 2,2.2,B,2017,2017-08-25,2017-08-25,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5641,Yuba County,39.242634,-121.44566,SPRING,0.12,A,2017,2017-08-26,2017-08-26,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5642,Siskiyou County,41.2795,-122.344883,SISKIYOU,0.01,A,2017,2017-08-26,2017-08-26,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5643,Butte County,39.5069,-121.475317,HERITAGE,0.08,A,2017,2017-08-26,2017-08-26,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5644,Merced County,37.287941,-120.318628,FE,0.2,A,2017,2017-08-26,2017-08-26,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5645,Riverside County,33.770128,-116.938937,E ESPLANADE AV /E COMMONW,0.01,A,2017,2017-08-26,2017-08-26,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5646,Monterey County,36.189901,-120.752916,KING,10.0,C,2017,2017-08-26,2017-08-26,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5647,Humboldt County,40.203733,-124.101633,WILDER,0.05,A,2017,2017-08-26,2017-08-26,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5648,San Bernardino County,34.38414,-117.22147,WELLS FARGO RD / JUNIPER,0.01,A,2017,2017-08-26,2017-08-26,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5649,Madera County,36.95253,-120.382607,CANAL,0.5,B,2017,2017-08-26,2017-08-26,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5650,Riverside County,33.881507,-117.267765,INTERSTATE,0.05,A,2017,2017-08-27,2017-08-27,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5651,Fresno County,36.609131,-119.548757,CYPRESS,0.01,A,2017,2017-08-27,2017-08-27,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5652,Mendocino County,39.313,-123.241,TOMKI 2,1.0,B,2017,2017-08-27,2017-08-27,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5653,Madera County,37.127289,-120.292627,SLOUGH,0.25,A,2017,2017-08-27,2017-08-27,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5654,Nevada County,39.161708,-121.036641,RATTLESNAKE,0.1,A,2017,2017-08-27,2017-08-27,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5655,Napa County,38.442044,-122.424898,BELLA,0.01,A,2017,2017-08-27,2017-08-27,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5656,Fresno County,36.7368,-119.542878,QUALITY,0.03,A,2017,2017-08-27,2017-08-27,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5657,Merced County,37.353934,-120.626687,HWY 99 CROSS  / ATWATER B,0.1,A,2017,2017-08-28,2017-08-28,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5658,Placer County,38.753833,-121.147678,FOLSOM,1.0,B,2017,2017-08-26,2017-08-28,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5659,Placer County,39.193809,-120.119026,POLARIS RD  NORTH_TAHOE_F,0.02,A,2017,2017-08-28,2017-08-28,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5660,Humboldt County,40.293067,-123.871717,WILLIFORD,0.2,A,2017,2017-08-28,2017-08-28,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5661,San Bernardino County,34.239335,-117.272322,HORST DR  CRESTLINE,0.01,A,2017,2017-08-28,2017-08-28,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5662,Contra Costa County,37.79995,-121.868683,CAMINO,0.01,A,2017,2017-08-28,2017-08-28,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5663,Yuba County,39.13755,-121.312274,CHUCK,1.87,B,2017,2017-08-28,2017-08-28,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5664,Riverside County,33.962395,-116.499035,OCOTILLO RD / 1ST ST,0.1,A,2017,2017-08-28,2017-08-28,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5665,Butte County,39.506251,-121.507246,GLEN,0.01,A,2017,2017-08-28,2017-08-28,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5666,Riverside County,33.973938,-116.499958,MARCUS,0.1,A,2017,2017-08-28,2017-08-28,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5667,Riverside County,33.972133,-116.492652,VERBENA DR  DHSP,0.1,A,2017,2017-08-29,2017-08-29,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5668,Monterey County,35.861713,-120.770034,BRADLEY,3.17,B,2017,2017-08-29,2017-08-29,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5669,Mendocino County,39.201251,-123.050192,OLD,0.01,A,2017,2017-08-29,2017-08-29,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5670,Fresno County,36.663314,-119.718452,STATE,0.01,A,2017,2017-08-29,2017-08-29,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5671,Butte County,39.382587,-121.611987,70,1.0,B,2017,2017-08-29,2017-08-29,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5672,Tulare County,36.472139,-119.147871,MUD 2,76.0,C,2017,2017-08-29,2017-08-29,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5673,Riverside County,33.936252,-117.194971,BUCKEYE TER  MOVA,0.1,A,2017,2017-08-29,2017-08-29,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5674,Riverside County,33.484122,-117.102912,DE PORTOLA RD / MARGARITA,0.01,A,2017,2017-08-29,2017-08-29,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5675,Fresno County,36.77791,-120.721098,SHIELDS,1.0,B,2017,2017-08-29,2017-08-29,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5676,Santa Cruz County,36.94106,-121.769407,VALLEY,0.01,A,2017,2017-08-29,2017-08-29,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5677,Riverside County,33.781025,-117.236932,PARK,4.2,B,2017,2017-08-29,2017-08-29,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5678,Riverside County,33.790127,-117.253546,BOND DR / WESTON RD,0.1,A,2017,2017-08-29,2017-08-29,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5679,Merced County,37.453004,-120.800554,GOLDEN,0.01,A,2017,2017-08-29,2017-08-30,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5680,Fresno County,36.208969,-120.372899,PALMER,1.0,B,2017,2017-08-30,2017-08-30,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5681,Alameda County,37.549,-121.581667,MINES,44.0,C,2017,2017-08-27,2017-08-30,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5682,Santa Cruz County,37.005944,-121.853788,APTOS,2.3,B,2017,2017-08-30,2017-08-30,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5683,Nevada County,39.208623,-121.070438,MILL,0.01,A,2017,2017-08-30,2017-08-30,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5684,Riverside County,33.844496,-117.226071,RAMONA,10.0,C,2017,2017-08-30,2017-08-30,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5685,El Dorado County,38.698582,-120.823021,INDUSTRIAL,10.0,C,2017,2017-08-30,2017-08-30,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5686,Trinity County,40.732683,-122.984133,OREGON,0.07,A,2017,2017-08-30,2017-08-30,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5687,Riverside County,33.919507,-117.103765,ALESSANDRO,0.25,A,2017,2017-08-30,2017-08-30,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5688,Placer County,38.73998,-121.336956,COOK,0.1,A,2017,2017-08-30,2017-08-30,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5689,Butte County,39.415424,-121.604839,POWER,0.15,A,2017,2017-08-31,2017-08-31,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5690,Merced County,37.468395,-120.630761,OAKDALE,0.1,A,2017,2017-08-31,2017-08-31,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5691,San Joaquin County,37.63255,-121.5401,MOTOR,0.1,A,2017,2017-08-31,2017-08-31,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5692,Riverside County,33.494582,-117.158036,CYPRESS,0.25,A,2017,2017-08-31,2017-08-31,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5693,Riverside County,33.86614,-117.261075,I 215  N/ HARLEY KNOX BL,0.25,A,2017,2017-08-31,2017-08-31,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5694,Placer County,38.972001,-120.955474,DRIVERS,0.5,B,2017,2017-08-31,2017-08-31,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5695,Tuolumne County,37.948643,-120.340982,OLD,0.25,A,2017,2017-08-31,2017-08-31,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5696,Nevada County,39.04938,-121.249731,PERIMETER,2.93,B,2017,2017-08-31,2017-09-01,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5697,Humboldt County,40.4408,-124.03035,JORDAN,0.1,A,2017,2017-08-31,2017-09-01,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5698,San Mateo County,37.35248,-122.3997,HWY 1  / TUNITAS CREEK RD,0.01,A,2017,2017-09-01,2017-09-01,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5699,Riverside County,33.865297,-117.409613,BLACKBURN,1.0,B,2017,2017-09-01,2017-09-01,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5700,Riverside County,33.917362,-117.226325,ALESSANDRO BL / PERRIS BL,0.1,A,2017,2017-09-01,2017-09-01,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5701,Sonoma County,38.317517,-122.440114,RANCH,0.12,A,2017,2017-09-01,2017-09-01,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5702,Tehama County,39.899479,-122.216089,RAWSON,3.5,B,2017,2017-09-01,2017-09-01,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5703,Riverside County,33.92727,-116.686371,SAGEBRUSH AV  SANG,0.01,A,2017,2017-09-01,2017-09-01,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5704,Monterey County,36.773428,-121.603348,SAN JUAN,14.85,C,2017,2017-09-01,2017-09-01,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5705,Madera County,37.010008,-119.893649,BONADELLE,0.01,A,2017,2017-09-01,2017-09-01,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5706,Shasta County,40.498883,-122.373533,HIGHWAY,0.1,A,2017,2017-09-01,2017-09-01,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5707,Sonoma County,38.764833,-123.089,SPRINGS,13.34,C,2017,2017-09-01,2017-09-02,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5708,Butte County,39.534881,-121.576253,TABLE MOUNTAIN BLVD / GAR,0.01,A,2017,2017-09-02,2017-09-02,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5709,Merced County,37.056755,-120.912938,RAMOS,0.1,A,2017,2017-09-02,2017-09-02,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5710,Monterey County,36.53849,-121.908549,CROSSROADS BL  RIO_RD,0.02,A,2017,2017-09-02,2017-09-02,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5711,Mendocino County,39.364996,-123.794785,FERN,0.01,A,2017,2017-09-02,2017-09-02,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5712,Riverside County,33.662178,-117.382078,GRAND,0.5,B,2017,2017-09-02,2017-09-02,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5713,Butte County,39.666884,-121.732906,EARTH,1.0,B,2017,2017-09-02,2017-09-02,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5714,Merced County,37.100325,-121.015846,NELLA,0.1,A,2017,2017-09-02,2017-09-02,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5715,San Luis Obispo County,35.17573,-120.697246,AVILA,0.01,A,2017,2017-09-02,2017-09-02,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5716,Amador County,38.528788,-120.81597,VALLEY DR  PLYMOUTH,0.1,A,2017,2017-09-02,2017-09-02,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5717,Riverside County,33.603592,-114.731487,BLYTHE,0.01,A,2017,2017-09-02,2017-09-02,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5718,Riverside County,33.969455,-116.493255,VERBENA DR / SAN REMO RD,0.1,A,2017,2017-09-03,2017-09-03,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5719,Tehama County,39.7819,-122.295967,NEWVILLE,3.82,B,2017,2017-09-03,2017-09-03,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5720,Riverside County,33.649043,-117.259637,LOST RD / LINNY CT,1.0,B,2017,2017-09-03,2017-09-03,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5721,Calaveras County,38.265011,-120.473525,MILLER,1.0,B,2017,2017-09-03,2017-09-03,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5722,Shasta County,40.798617,-121.948017,SNUFFY,0.6,B,2017,2017-09-03,2017-09-03,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5723,Mariposa County,37.495417,-119.837099,CATHEDRAL,5.0,B,2017,2017-09-03,2017-09-03,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5724,Merced County,37.112797,-120.43751,E WASHINGTON RD  EL_NIDO,0.25,A,2017,2017-09-04,2017-09-04,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5725,Siskiyou County,41.579133,-122.193217,DEER TWO,0.04,A,2017,2017-09-04,2017-09-04,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5726,Siskiyou County,41.583183,-122.193367,DEER ONE,0.24,A,2017,2017-09-04,2017-09-04,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5727,Placer County,38.765105,-121.145205,FOLSOM,1.0,B,2017,2017-09-04,2017-09-04,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5728,Riverside County,33.554701,-116.11272,68,0.08,A,2017,2017-09-03,2017-09-04,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5729,Merced County,37.317691,-120.414863,OLIVE,3.0,B,2017,2017-09-04,2017-09-04,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5730,Merced County,36.978211,-120.64472,REYNOLDS AV  DOS_PALOS,0.1,A,2017,2017-09-04,2017-09-04,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5731,Humboldt County,40.760667,-124.0725,WATER,0.01,A,2017,2017-09-05,2017-09-05,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5732,Butte County,39.415424,-121.604839,HWY 70  / POWER HOUSE HIL,0.1,A,2017,2017-09-05,2017-09-05,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5733,Calaveras County,38.30912,-120.508186,SIERRA OAKS DR  RAILROAD_,0.01,A,2017,2017-09-05,2017-09-05,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5734,Fresno County,36.65633,-119.710816,STATE,0.01,A,2017,2017-09-05,2017-09-05,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5735,Fresno County,36.663314,-119.718452,GOLDEN,0.01,A,2017,2017-09-05,2017-09-05,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5736,San Diego County,33.284901,-116.673071,WARNERS 3,0.2,A,2017,2017-09-06,2017-09-06,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5737,Nevada County,39.342883,-121.120064,PLEASANT,392.0,E,2017,2017-08-30,2017-09-06,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5738,Fresno County,36.634463,-119.646251,E ADAMS AV / DE WOLF AV,0.1,A,2017,2017-09-06,2017-09-06,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5739,Riverside County,33.658635,-117.308113,LAKE ELSINORE DIAMOND STA,1.0,B,2017,2017-09-06,2017-09-06,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5740,Riverside County,33.949184,-117.198603,IRONWOOD AV  MOVA,0.1,A,2017,2017-09-06,2017-09-06,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5741,Santa Cruz County,37.131475,-121.979476,SUMMIT RESTAURANT BURRELL,0.01,A,2017,2017-09-06,2017-09-06,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5742,Riverside County,33.793799,-117.239225,W METZ RD / DE LINES DR,0.1,A,2017,2017-09-07,2017-09-07,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5743,Tuolumne County,37.838937,-120.503358,SPRINGS,0.06,A,2017,2017-09-07,2017-09-07,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5744,Mendocino County,39.827367,-123.275367,REFUSE,0.1,A,2017,2017-09-08,2017-09-08,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5745,Madera County,37.335277,-119.670489,ACORN DR  OAKHURST,0.01,A,2017,2017-09-08,2017-09-08,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5746,San Luis Obispo County,35.300523,-120.004742,BRIAR,0.5,B,2017,2017-09-08,2017-09-08,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5747,Trinity County,40.560867,-123.105967,WILD,0.1,A,2017,2017-09-08,2017-09-08,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5748,Riverside County,33.52386,-117.214032,DE LUZ RD / CALLE CAPISTR,1.0,B,2017,2017-09-08,2017-09-08,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5749,Merced County,37.314054,-120.522532,PACIFIC,0.1,A,2017,2017-09-09,2017-09-09,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5750,Humboldt County,40.133683,-123.818117,DUMP,0.2,A,2017,2017-09-09,2017-09-09,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5751,Mariposa County,37.766094,-120.193499,DONKEY,0.01,A,2017,2017-09-09,2017-09-09,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5752,Butte County,39.474722,-121.553611,R61D,0.3,B,2017,2017-09-09,2017-09-09,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5753,Placer County,38.979035,-121.382584,RIOSA,0.31,B,2017,2017-09-09,2017-09-09,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5754,Merced County,37.341967,-120.796609,WEIR AV  STEVENSON,1.0,B,2017,2017-09-09,2017-09-09,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5755,Merced County,37.056467,-120.912919,BADGER,0.25,A,2017,2017-09-09,2017-09-09,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5756,Santa Clara County,37.02925,-121.456133,COYOTE,4.0,B,2017,2017-09-09,2017-09-09,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5757,San Bernardino County,34.244489,-117.236225,FERN DR  TWIN_PEAKS,0.01,A,2017,2017-09-09,2017-09-09,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5758,Merced County,37.41397,-120.746789,COLLIER,0.1,A,2017,2017-09-10,2017-09-10,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5759,Nevada County,39.074762,-121.005956,DOG,0.01,A,2017,2017-09-10,2017-09-10,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5760,Santa Clara County,37.047917,-121.258383,TORO,0.75,B,2017,2017-09-10,2017-09-10,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5761,Merced County,37.12372,-121.027912,SCALES,0.25,A,2017,2017-09-10,2017-09-10,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5762,Shasta County,41.0215,-121.91895,SPRING,0.1,A,2017,2017-09-11,2017-09-11,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5763,Santa Clara County,37.177833,-121.6795,COYOTE,1.0,B,2017,2017-09-12,2017-09-12,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5764,Madera County,36.92331,-119.992199,RD 30.5  / AVE 12,0.01,A,2017,2017-09-12,2017-09-12,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5765,Siskiyou County,41.243467,-122.010133,FALLS,0.01,A,2017,2017-09-13,2017-09-13,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5766,Tehama County,39.95255,-122.122779,HALL,2.0,B,2017,2017-09-13,2017-09-13,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5767,Nevada County,39.1283,-121.141952,MCCOURTNEY,0.01,A,2017,2017-09-13,2017-09-13,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5768,Shasta County,40.440617,-122.700983,BLAND,0.16,A,2017,2017-09-14,2017-09-14,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5769,Nevada County,39.265117,-121.036833,INDIAN,0.2,A,2017,2017-09-15,2017-09-15,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5770,Santa Clara County,37.0059,-121.539267,HOLSCLAW,0.76,B,2017,2017-09-15,2017-09-15,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5771,Placer County,38.94875,-121.078481,GOLF,0.1,A,2017,2017-09-15,2017-09-15,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5772,Riverside County,33.736307,-117.159544,MATTHEWS,0.5,B,2017,2017-09-15,2017-09-15,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5773,Riverside County,33.727819,-116.23017,BOULEVARD,1.0,B,2017,2017-09-16,2017-09-16,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5774,Riverside County,33.540143,-116.008995,70TH,1.0,B,2017,2017-09-16,2017-09-16,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5775,Placer County,38.941232,-121.165549,VERNON,0.03,A,2017,2017-09-16,2017-09-16,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5776,Sonoma County,38.591991,-122.962417,MILL,0.02,A,2017,2017-09-16,2017-09-16,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5777,Butte County,39.435005,-121.563422,PALERMO,0.1,A,2017,2017-09-16,2017-09-17,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5778,Fresno County,36.700379,-119.7184,PEACH,0.2,A,2017,2017-09-17,2017-09-17,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5779,San Luis Obispo County,34.990976,-120.433983,BRIDGE,1.37,B,2017,2017-09-17,2017-09-17,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5780,Fresno County,36.29538,-120.267799,RAMP,3.0,B,2017,2017-09-17,2017-09-17,Missing data/not specified/undetermined,Missing data/not specified/undetermined
5781,Madera County,36.880072,-119.976566,HWY 99  N/ AVE 9 OVERPASS,0.25,A,2017,2017-09-17,2017-09-17,Missing data/not specified/undetermined,Missing data/not specified/undetermined
